issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-138942,The Flow cancel is not displaying correctly.,2025-07-21T18:47:55.919+0530,2025-07-29T13:25:13.092+0530,Pending Release,P3,S3,,UI - Flow Builder,Integration Test,,False
IO-138941,"VAN export is not getting saved after unchecking ""Send functional acknowledgement"" checkbox ",2025-07-21T18:47:26.465+0530,2025-07-31T10:11:42.824+0530,Pending Release,P2,S2,,UI,Production/Escaped (Internal),,True
IO-138939,[Jenkins][Endpoint Service] Unit test failure on ci,2025-07-21T17:16:16.662+0530,2025-07-28T18:02:39.761+0530,Pending Release,P3,S4,,NetSuite Adaptor (Node.js),Component Test,,False
IO-138890,SFTP File Not Generated When preMap Hook Logs Validation Error,2025-07-21T11:41:08.135+0530,2025-08-11T10:34:47.634+0530,Pending Release,P1,S2,E2E;PG1-Worker;ReportedByE2E;Worker-MS;ZDM;jira_escalated,Core-Workers,Production/Escaped (Customer),,True
IO-138888,staticMap field shows partial blue border highlight — not aligned with full input area,2025-07-21T11:32:08.563+0530,2025-07-24T12:38:10.891+0530,Pending Release,P4,S4,,UI,Component Test,,False
IO-138887,Not getting files details in /jobs api response ,2025-07-21T11:24:03.144+0530,2025-07-22T13:31:11.724+0530,Pending Release,P2,S2,,Core-FMS,Service-level Test,,False
IO-138886,Connection Dropdown – Usability Issues,2025-07-21T11:17:57.620+0530,2025-07-29T10:55:23.198+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-138867,"exportselect dropdown shows items in different order after clearing search; ""Select All"" appears in the middle",2025-07-21T09:11:45.347+0530,2025-07-24T11:43:04.855+0530,Pending Release,P3,S3,,UI,Component Test,,False
IO-138866,"exportselect field causes screen jump and poor deselect UX when ""Select All"" is used",2025-07-21T08:59:06.837+0530,,Analysis,P2,S2,PM_Triaged,UI,Component Test,,False
IO-138865,The application crashes when a user adds a field with type exportselect in both the export and import JSON configurations and then clicks Save.,2025-07-21T08:48:49.454+0530,2025-07-28T14:10:34.553+0530,Pending Release,P2,S3,ReportedByAutomationFirst;prodIssue,UI,Component Test,,False
IO-138858,In test run mode-Dummy values are not getting shown in Javascript for Webhooks,2025-07-20T17:51:29.211+0530,2025-07-28T11:45:29.020+0530,Pending Release,P2,S2,prodExist,UI,Exploratory Test,,False
IO-138857,Unit tests failing in RMS,2025-07-20T15:41:47.247+0530,2025-07-25T12:07:25.694+0530,Pending Release,P2,S3,AdHoc;scope_change,Core-RMS,Unit Test,,False
IO-138856,"""functional acknowledgement"" should be changed to ""acknowledgement"" in listener check box and dropdown labels when fileType is EDIFACT",2025-07-20T02:17:08.623+0530,2025-07-30T10:08:08.364+0530,Pending Release,P2,S2,,UI,Component Test,13644,False
IO-138852,"Prod NA: Getting error as ""Unexpected token '<', ""<!doctype ""... is not valid JSON"" when we added invalid MFA code",2025-07-18T18:24:40.343+0530,,On hold,P3,S3,,UI - User/Account Management,Production/Escaped (Internal),,True
IO-138836,FMS | Script execution logs giving missing s3 config error,2025-07-18T16:40:26.003+0530,2025-07-22T16:14:22.482+0530,Pending Release,P2,S2,,Core,System Test/E2E,,False
IO-138826,VAN connections are hitting qgw (worker monolith) even though Worker MS is enabled,2025-07-18T16:05:54.972+0530,2025-07-29T17:18:30.872+0530,Pending Release,P2,S2,,EDI,Component Test,,False
IO-138808,Getting no logs on deploying jenkins-fb branch to integrator-master in Core-dev Env which is resulting in flows inQueue,2025-07-18T15:33:33.082+0530,2025-07-21T18:27:28.588+0530,Pending Release,P2,S2,,Core,Post Deployment,,False
IO-138763,"""1 Page, 1 Record"" is displayed in UI when no records are there in the table",2025-07-18T13:19:21.879+0530,,Open,P3,S3,NeedsPMTriage;PM_Triaged;slackReported,UI,Release Sanity Test,,False
IO-138734,"User encounters a UI issue where the ""Create connection"" option appears under the ""Borrow concurrency from"" section while creating a connection, but clicking on it does not navigate to any page or trigger any visible action.",2025-07-18T12:08:52.022+0530,2025-07-21T12:27:59.905+0530,Pending Release,P2,S2,ReportedByAutomationFirst,UI,Component Test,,False
IO-138716,Handlebars in the HTTP Request Body are not evaluated when the media type is set to multipart/form-data ,2025-07-18T10:43:04.413+0530,2025-07-18T14:13:33.515+0530,Released,P1,S1,,Adaptor,Regression/PST Test,,False
IO-138701,Support home prefix in accountRedirection api,2025-07-18T10:01:25.050+0530,2025-07-25T11:36:47.318+0530,Released,P1,S1,,Core-Auth-service,Post Deployment,,False
IO-138692,"When navigating from some page and closing any error dialog after the user logs in with SSO, they encounter an error.",2025-07-17T20:49:14.753+0530,,Analysis,P3,S3,,Core,Production/Escaped (Internal),,True
IO-138690,LP Autofill doesn't work in mfa page,2025-07-17T20:40:20.036+0530,,Analysis,P4,S3,PM_Triaged,UI - Usability,UAT,,False
IO-138688,Unit tests failing in RMS,2025-07-17T18:32:29.265+0530,2025-07-18T12:59:24.770+0530,Pending Release,P1,S3,AdHoc;scope_change,Core-RMS,Unit Test,,False
IO-138686,TypeError: Cannot read properties of undefined (reading 'updateOne'),2025-07-17T18:19:37.049+0530,2025-07-21T14:48:27.979+0530,Pending Release,P1,S2,,Adaptor,Unit Test,,False
IO-138668,This tracker ( https://celigo.atlassian.net/browse/IO-134880 ) changes are not working as expected in the New UI layout ,2025-07-17T15:53:59.655+0530,2025-07-22T16:59:52.945+0530,Pending Release,P2,S1,,UI,Service-level Test,,False
IO-138663,Reauthorising the NetSuite connection during the flow execution making the connection offline,2025-07-17T15:25:44.067+0530,,Deferred,P2,S3,UI,Connection Assistant,Exploratory Test,,False
IO-138635,[EP]The Celigo NetSuite Staging app is not redirecting to the Shopify Connection page.,2025-07-17T10:55:41.537+0530,2025-07-28T10:25:05.470+0530,Released,P1,S1,,Adaptor,Integration Test,,False
IO-138633,segmented control shows different color on hover,2025-07-17T10:54:08.210+0530,2025-07-29T13:54:36.254+0530,Pending Release,P3,S3,ReportedByAutomation,UI - Usability,UAT,,False
IO-138586,[Logrocket] TypeError: Cannot read properties of undefined (reading 'gridTemplateAreas'),2025-07-16T18:34:52.110+0530,,Open,P2,S2,LogRocket,UI,Production/Escaped (Internal),,True
IO-138584,Error details should be sentence case,2025-07-16T18:20:34.006+0530,2025-07-21T11:55:46.060+0530,Pending Release,P3,S3,ReportedByAutomation,UI,Automation Test,,False
IO-138578,[PROD-NA] We are able to view 500 error for /exports/new-EOeUmZJjUDo/settingsForm/init ,2025-07-16T17:36:17.741+0530,,Analysis,P2,S1,,Core,Unit Test,,False
IO-138577,[PROD-NA] We are able to view 500 status code for the route /imports/6671ea0e0d5b5574e0f0358a/openapispec,2025-07-16T17:31:54.140+0530,2025-07-29T10:55:29.133+0530,Pending Release,P2,S1,,Core,Unit Test,,False
IO-138574,Cannot read properties of undefined (reading 'endRealtimeJobDone'),2025-07-16T16:46:30.876+0530,,Analysis,P1,S1,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Post Deployment,,False
IO-138568,Whenever we are replacing connection from mediatype JSon to mediatype XML or viceversa then we are getting error while saving,2025-07-16T16:38:31.145+0530,,Open,P2,S2,ReportedByAutomationFirst,Adaptor,Component Test,,False
IO-138522,Flow canceled for asyncImport,2025-07-16T15:10:03.713+0530,2025-08-12T19:56:17.650+0530,Pending Release,P2,S2,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Deep Functional Test,,False
IO-138518,Entering data is slow in list view. ,2025-07-16T14:57:58.739+0530,2025-07-30T18:50:58.709+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-138513,[Pre-existing issue || HTTP Monolith] http.import with async helper does not use mapped data as http.body when body is null or undefined.,2025-07-16T13:46:57.046+0530,,Open,P2,S2,jira_escalated;slackReported,Adaptor,Service-level Test,,False
IO-138506,[monolith-workers] Observed in few scenarios where zero record bubbles are not being processed locally,2025-07-16T12:34:55.922+0530,,Deferred,P2,S3,,Core,Component Test,,False
IO-138418,Flow canceled because of SIGABRT,2025-07-16T10:21:57.140+0530,,Analysis,P2,S1,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Deep Functional Test,,False
IO-138398,Fix logName uncleanedProcessingEntry,2025-07-16T10:18:04.424+0530,,On hold,P4,S2,PG4-Worker;QA_cursor_analysed;Worker-Monolith,Core-Workers,Deep Functional Test,,False
IO-138359,Need to show a warning message for File upload field to not include any PII data,2025-07-15T22:00:25.397+0530,2025-07-26T20:17:52.832+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-138314,Worker processes stopped but the pod is not terminated | Production-NA,2025-07-15T19:20:58.089+0530,,Open,P2,S2,,Core,Post Deployment,,False
IO-138311,"<QA Env>: CastError: Cast to ObjectId failed for value ""invalid"" (type string) at path ""_id"" for model ""AsyncHelper""",2025-07-15T19:09:17.082+0530,2025-07-29T23:27:04.136+0530,Pending Release,P2,S2,SplunkError,Core,Unit Test,,False
IO-138207,Fix the release script for NA canary deployment,2025-07-15T16:35:51.623+0530,2025-07-28T21:07:01.735+0530,Pending Release,P2,S2,,UI,Exploratory Test,,False
IO-138024,For IA'S test mode reference shouldn't be seen on flowBuilder page and hover text/popup texts should be updated. ,2025-07-15T15:28:56.530+0530,2025-07-26T19:44:08.265+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-138013,flow/connection stuck when s3 putObject is failed for rate_limit connection,2025-07-15T15:24:56.559+0530,,Open,P4,S2,PG1-Worker;Worker-MS,Core-Workers,UAT,,False
IO-137968,AS2-Adaptor Canary deployment was rolled back,2025-07-15T14:46:43.692+0530,2025-07-15T21:12:58.173+0530,Pending Release,P1,S1,,EDI,Production/Escaped (Customer),,True
IO-137932,"Investigate if Cache Initialization Failures Lead to Indefinite ""starting"" Status in integrator-master Microservice",2025-07-15T13:22:10.361+0530,,Analysis,P4,S4,PG3-Worker;Worker-MS;Worker-Monolith,Core-Workers,Exploratory Test,,False
IO-137927,HTTP connection incorrectly returns 201 Created despite missing required username or password in Basic Auth,2025-07-15T13:17:02.371+0530,2025-08-06T12:31:39.915+0530,Pending Release,P2,S3,GoldenDataSet;HTTPAdaptor,Adaptor,Unit Test,,False
IO-137926,[Error classifier] When payload has two different errors with more than 500 characters both of them are classified as same classification,2025-07-15T13:13:16.764+0530,,In Progress,P2,S3,,Core,Service-level Test,,False
IO-137921,Flow creation fails with 500 error for payload with null in pageProcessors,2025-07-15T13:04:39.767+0530,2025-07-31T16:14:51.161+0530,Pending Release,P2,S2,GoldenDataSet;RMS;Schema,Adaptor,Unit Test,,False
IO-137920,[Memory Issue][Worker Monolith][Flow-execution][WebSocket],2025-07-15T12:56:38.137+0530,,Analysis,P1,S1,Worker-MS;WorkerMSMonitoring;websocket,Connector,Production/Escaped (Internal),,True
IO-137863,Getting React error after saving the connection  and multiple connections are getting created during that time,2025-07-15T11:30:54.751+0530,2025-07-23T19:48:53.075+0530,Pending Release,P2,S1,,UI,Component Test,,False
IO-137795,There should be spacing added between the blue border and the menu.,2025-07-14T23:52:01.716+0530,2025-07-29T12:00:59.782+0530,Pending Release,P3,S3,,UI - Usability,Exploratory Test,,False
IO-137794,Able to see 2 scroll bars for menu ,2025-07-14T23:42:56.748+0530,2025-07-23T10:12:15.475+0530,Pending Release,P3,S3,,UI - Usability,System Test/E2E,,False
IO-137721,"When a support owner or user, invites a user to a customer account, user ID is being shown in the audit logs, instead of user name.",2025-07-14T18:56:54.291+0530,2025-07-26T19:48:46.801+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-137720,"For existing NS connection, if WSDL version is older one then after this change UI should point it to 2025.1 by default .For IA ,while seting up connection by default is 2023.1",2025-07-14T18:24:08.024+0530,2025-07-18T17:00:28.263+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-137695,"User is able to save resources with name as ""Spaces""",2025-07-14T16:10:05.863+0530,,Open,P3,S3,PM_Triaged,UI,Exploratory Test,,False
IO-137693,"Unable to create a new flow with ""disabled"" as false, when the account is renewed, but not yet reactivated. ",2025-07-14T15:16:43.674+0530,,Open,P3,S3,GoldenDataSet;Schema,Adaptor,Production/Escaped (Internal),,True
IO-137673,We are showing both Testing connection and Saving  icons for connection form,2025-07-14T14:00:21.209+0530,2025-07-28T18:38:56.570+0530,Pending Release,P3,S3,ReportedByAutomationFirst,UI,Component Test,,False
IO-137588,Check why monolith-worker got terminated,2025-07-11T17:21:08.614+0530,,Open,P3,S3,PG3-Worker;Worker-Monolith,Core-Workers,Production/Escaped (Internal),,True
IO-137586,"Sometimes user getting ""Test connection failed with following error self-signed certificate in certificate chain"" Error message while pining the my sql connection ",2025-07-11T17:15:17.169+0530,,Open,P2,S2,,DB Adaptor,Exploratory Test,,False
IO-137553,Unable to run syn in multienv,2025-07-11T13:57:23.026+0530,2025-07-24T13:19:41.453+0530,Pending Release,P2,S2,, Core-DIMS,Exploratory Test,,False
IO-137453,RMS Build failing for nestuite connections with wsdl version errror,2025-07-11T10:09:09.954+0530,2025-07-15T18:51:23.145+0530,Pending Release,P1,S3,scope_change,Core-RMS,Unit Test,,False
IO-137419,Rate limit Classification is not applied to Google BigQuery connector ,2025-07-10T18:36:03.116+0530,,Ready for QA,P2,S3,jira_escalated,Errors / Dashboard,Production/Escaped (Customer),,True
IO-137411,Getting 500 error instance flow creation on overriding export id with other fields ,2025-07-10T17:30:48.017+0530,,Open,P3,S3,,Core,Exploratory Test,,False
IO-137384,"""Edit Connection"" from Dropdown Loads Significantly Slower than from Selected State",2025-07-10T16:24:43.248+0530,2025-07-23T13:09:18.642+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-137373,Prod NA: EP Pod Restart: TypeError: Cannot read properties of undefined (reading 'indexOf'),2025-07-10T15:10:20.739+0530,2025-07-28T10:30:31.802+0530,Pending Release,P1,S2,,Adaptor,Production/Escaped (Internal),,True
IO-137367,"Http-file ""Error observed while creating adaptor instance - undefined undefined""",2025-07-10T13:41:47.237+0530,2025-07-29T11:51:50.620+0530,Pending Release,P2,S2,,File Adaptor,Production/Escaped (Internal),,True
IO-137351,Connection Dropdown UI Does Not Show Empty State When No Connections Exist,2025-07-10T12:27:01.199+0530,2025-07-23T11:31:46.655+0530,Pending Release,P2,S3,ReportedByAutomationFirst,UI,Component Test,,False
IO-137349,Connection Dropdown – Usability Issues,2025-07-10T12:14:24.351+0530,2025-07-29T11:01:34.863+0530,Pending Release,P3,S2,,UI,Component Test,,False
IO-137331,Handlebars in the HTTP Request Body are not evaluated when the media type is set to multipart/form-data and encoding is selected,2025-07-10T11:40:37.629+0530,2025-07-22T11:02:38.798+0530,Released,P1,S2,jira_-_netsuite_connector;jira_escalated,Adaptor,Deep Functional Test,,False
IO-137325,Unable to create sync in multi env account,2025-07-10T11:29:55.816+0530,2025-07-24T13:18:15.254+0530,Pending Release,P3,S3,, Core-DIMS,Exploratory Test,,False
IO-137308,postMap runs in Preview but not in Runtime without Mapper,2025-07-10T10:31:30.191+0530,,Open,P2,S2,,Adaptor,Production/Escaped (Internal),,True
IO-137297,[All-Adaptors] 422 error for switching the context in the Text2SQL editor,2025-07-10T09:42:54.476+0530,2025-07-28T10:11:48.870+0530,Pending Release,P2,S2,,AI/ML - BE,System Test/E2E,,False
IO-137247,“How would you like to parse files?” section is missing in the restored FTP exports,2025-07-09T16:20:34.099+0530,2025-07-28T11:40:57.602+0530,Pending Release,P2,S2,prodExist,UI,Component Test,,False
IO-137241,flows stuck when the service is unavailable,2025-07-09T14:45:39.860+0530,,In Progress,P2,S1,websocket,Adaptor,Production/Escaped (Customer),,True
IO-137223,Jenkins Build failing for integrator-system-worker repo,2025-07-09T14:10:46.001+0530,2025-07-15T12:25:00.849+0530,Pending Release,P3,S3,,Core-integrator-models,Unit Test,,False
IO-137222,LogRocket sessions are not being recorded in all environments after May release.,2025-07-09T14:05:42.103+0530,2025-07-15T18:57:16.183+0530,Released,P1,S2,LogRocket,UI,Production/Escaped (Internal),,True
IO-137218,When cloning flow with more data user is not able to scroll,2025-07-09T13:55:42.978+0530,2025-07-25T10:36:55.334+0530,Pending Release,P3,S3,,UI - Usability,Exploratory Test,,False
IO-137211,<API Gateway>: Mask part of url while logging  in the Splunk incase of webhook secret url pattern,2025-07-09T13:06:16.318+0530,2025-07-29T15:50:18.709+0530,Pending Release,P2,S2,,Core,System Test/E2E,,False
IO-137208,"Getting 500 Server error with incorrect input to ""editions"" field for a connector which already have a install base",2025-07-09T12:17:54.319+0530,,Open,P3,S3,GoldenDataSet;IAF2.0,Integration Apps Framework (IAF),Production/Escaped (Internal),,True
IO-137185,Lookup cache test cases failing in models intermittently,2025-07-09T10:24:20.117+0530,2025-08-04T11:00:49.654+0530,Released,P2,S2,,Adaptor,Unit Test,,False
IO-137181,Inconsistent UI Behavior on Incomplete Integration Setup Page for Tile-Level Access Users,2025-07-09T09:33:58.471+0530,2025-07-25T14:37:18.965+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-137180,OTT based oauth callback is not working in case of Multi env,2025-07-09T09:31:01.819+0530,,Analysis,P2,S1,,Core-Auth-service,Production/Escaped (Internal),,True
IO-137178,Sorting is not working as expected when the resources are created with Capital letters,2025-07-09T09:30:17.734+0530,2025-07-16T12:15:51.137+0530,Pending Release,P2,S2,ReportedbyAutomationFirst,UI,Service-level Test,,False
IO-137160,Creating Connection with On-Prem Agent – Unexpected error and Returns 401 with Malformed Error Message,2025-07-08T18:40:26.046+0530,2025-07-26T12:03:58.957+0530,Pending Release,P2,S2,E2E;EPICTestByE2E;ReportedByE2E,On-Premise Agent,Exploratory Test,,False
IO-137158,[Worker Disabled] when regex handlebars are configured downloaded file is not giving correct response,2025-07-08T18:08:47.033+0530,2025-08-05T11:13:59.242+0530,Released,P2,S2,,Adaptor,Automation Test,,False
IO-137144,Cannot download the connection logs from  connections list page on the integration.,2025-07-08T16:56:46.226+0530,2025-07-27T18:05:56.445+0530,Pending Release,P2,S2,jira_escalated,Dashboard,Production/Escaped (Customer),,True
IO-137097,Integrator Workers | Import is getting stuck in case of S3 aggregation in import where lookups are configured to fail out few pages,2025-07-08T12:21:40.301+0530,,Analysis,P2,S2,PG1-Worker;Worker-MS;WorkerMSMonitoring,Core-Workers,Production/Escaped (Internal),,True
IO-137069,Alignment for help icon is not proper,2025-07-08T11:05:21.265+0530,2025-07-15T09:27:59.594+0530,Pending Release,P3,S3,NDSInconsistencies,UI - Usability,Exploratory Test,,False
IO-137067,Menu should not have blue link ,2025-07-08T11:01:06.790+0530,2025-07-23T10:14:36.589+0530,Pending Release,P3,S3,newDesignSystem,UI - Usability,Exploratory Test,,False
IO-137043,NA Prod | Linux- Observing HTTP_Error_500 error due to manifest file is not present on S3,2025-07-07T19:18:07.642+0530,,In Progress,P3,S3,,On-Premise Agent,Production/Escaped (Internal),,True
IO-137019,[DI UI QA STAGING] Creating new destination connection removes the configured destination from sync configuration,2025-07-07T14:15:47.950+0530,2025-07-28T18:28:03.484+0530,Pending Release,P4,S4,DI,DI,Regression/PST Test,,False
IO-136980,[DI UI QA Staging] New export created under a sync for a new connection is not reflecting ,2025-07-07T10:05:47.507+0530,2025-07-28T15:27:56.179+0530,Pending Release,P4,S4,DI;UI,DI,Regression/PST Test,,False
IO-136929,"Pencil icon is enabled after entering Script field only, even when Name and Function fields are empty in Create API form",2025-07-04T17:31:10.025+0530,2025-07-14T16:12:57.152+0530,Pending Release,P2,S2,E2E;EPICTestByE2E;ReportedByE2E,UI,Component Test,,False
IO-136916,We are getting error on preview if user give all the details in XML HTTP parser export and click on preview withot saving,2025-07-04T15:09:45.929+0530,2025-07-07T22:21:29.510+0530,Pending Release,P2,S2,ReportedByAutomationFirst,UI,Component Test,,False
IO-136914,java.lang.NullPointerException during initialize call if ftp.usePassiveMode is set to null explicitly,2025-07-04T14:49:43.991+0530,2025-08-11T23:45:16.036+0530,Pending Release,P3,S2,,FTP Bridge,Production/Escaped (Internal),,True
IO-136895,"Hover text should be ""edit script"" in case of EDIT javascript under APIM and while creating hook for flow",2025-07-04T13:14:31.950+0530,2025-07-14T15:09:30.386+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-136829,Remove CELIGO_SUPPORT_EMAIL_ID from appConfig,2025-07-03T16:29:16.545+0530,2025-07-26T19:49:27.874+0530,Pending Release,P2,S2,,UI,Exploratory Test,,False
IO-136823,/connection/oauth2callback is not routing to canary pods when authorized via ott,2025-07-03T15:57:56.601+0530,2025-07-29T17:36:42.256+0530,Pending Release,P2,S2,,Adaptor,Integration Test,,False
IO-136817,"Accepting incorrect ""object"" input for editions field while making a POST / PUT call for the connectors doc",2025-07-03T13:46:03.764+0530,,Open,P3,S3,GoldenDataSet;IAF2.0,Integration Apps Framework (IAF),Exploratory Test,,False
IO-136781,“Done” button enabled for Monitor-All users on incomplete integration setup,2025-07-03T09:57:59.603+0530,2025-07-09T10:52:35.868+0530,Pending Release,P2,S2,,UI,Component Test,,False
IO-136780,Worker MS | Flow is getting stuck in next run in case borrow concurrency connec is removed from import and it gets offline as well,2025-07-03T09:47:44.941+0530,,Open,P3,S3,PG1-Worker;Worker-MS,Core-Workers,Production/Escaped (Internal),,True
IO-136770, EDI flows with /invoke route are not working fine in accounts where EDI license is disabled,2025-07-02T23:35:39.679+0530,2025-07-04T18:43:57.419+0530,Released,P1,S1,ReportedByAutomation,File Adaptor,Automation Test,,False
IO-136756,XML parser is not working for custom ,2025-07-02T18:29:16.160+0530,2025-07-07T22:19:47.070+0530,Pending Release,P2,S2,ReportedByAutomationFirst,UI,Component Test,,False
IO-136753,Production and Sandbox user can create/clone api with same relative url and version.,2025-07-02T18:15:56.614+0530,2025-07-03T00:13:25.415+0530,Released,P1,S1,,Core-API-Builder,Integration Test,,False
IO-136703,App crash when clearing dashboard,2025-07-02T16:21:57.442+0530,2025-07-04T10:29:54.074+0530,Released,P1,S1,,UI,Regression/PST Test,,False
IO-136687,"No spacing between ""Install Now"" and ""Readme"" buttons in Firefox",2025-07-02T13:46:23.249+0530,2025-07-22T20:36:04.178+0530,Pending Release,P4,S3,,UI,Component Test,,False
IO-136678,Link for Aliases guide is Misaligned ,2025-07-02T12:28:49.036+0530,2025-07-03T10:10:54.703+0530,Released,P3,S3,NDSInconsistencies,UI - Usability,Regression/PST Test,,False
IO-136659,Zendesk ticket 251671,2025-07-02T11:22:58.245+0530,,Pending deployment,P1,S2,jira_escalated,On-Premise Agent,Production/Escaped (Customer),,True
IO-136655,Webhook flows | In case error retry happens in parallel to webhook flow execution then retry is getting stuck and then getting cancelled out,2025-07-02T11:17:42.712+0530,2025-07-15T16:00:29.100+0530,Pending Release,P2,S2,WorkerMS,Core-Workers,Production/Escaped (Internal),,True
IO-136632,Unexpected error on shopify conversion tool while convering an export/import,2025-07-02T10:32:27.073+0530,2025-07-15T19:54:57.224+0530,Pending Release,P2,S2,,AI/ML - BE,Regression/PST Test,,False
IO-136585,Empty Space Displayed on “Create Connection” Page When Cloning Integration Without Existing Connections,2025-07-02T09:24:41.638+0530,2025-07-23T13:26:41.247+0530,Pending Release,P3,S3,,UI,Component Test,,False
IO-136467,Unable to create API Tokens for IAs,2025-07-01T18:59:35.532+0530,2025-07-03T12:09:15.412+0530,Released,P1,S2,Impacting_IA_By_IO_Bug;ReportedByIA,UI,Regression/PST Test,,False
IO-136381,Could not bring the Netsuite connection Online due to an issue with the system workers,2025-07-01T17:21:23.411+0530,2025-07-03T20:43:46.475+0530,Released,P1,S1,,Core-Workers,Production/Escaped (Customer),,True
IO-136378,VAN Exports Fail When different files in different formats are sent to the same VAN Connection,2025-07-01T17:17:00.145+0530,2025-07-18T16:00:58.529+0530,Released,P1,S1,,EDI,Component Test,,False
IO-136140,Cannot Transfer the Walmart - NetSuite IA to another Celigo account owner,2025-07-01T15:27:54.681+0530,,Analysis,P2,S2,,Core,Post Deployment,,False
IO-136089,logName=shouldNeverHappen || Error observed while creating adaptor instance - Cannot read properties of undefined (reading '_iClientId') TypeError: Cannot read properties of undefined (reading '_iClientId'),2025-07-01T15:00:14.980+0530,2025-07-10T11:07:01.434+0530,Released,P2,S3,,Adaptor,Service-level Test,,False
IO-136087,/connection/oauth2callback is not routing to canary pods,2025-07-01T14:59:48.125+0530,2025-07-03T16:00:21.468+0530,Released,P2,S2,,Adaptor,Integration Test,,False
IO-135862,Fix amazon related test failures of HTTP travis jobs 2 and 17,2025-07-01T12:59:22.893+0530,,Open,P3,S3,,HTTP Adaptor,Unit Test,,False
IO-135774,[IAQA] [App crash] for user clicks on the error,2025-07-01T11:52:09.690+0530,2025-07-29T20:03:51.448+0530,Pending Release,P2,S2,,UI,Exploratory Test,,False
IO-135468,"QA Prod | Endurance | Crashes are observed in July release endurance, also long running import logs seen there",2025-06-30T17:56:02.598+0530,,On hold,P2,S1,July2025Endurance;PG2-Worker;Worker-MS,Core-Workers,Release Sanity Test,,False
IO-135435,"API settings tab is not visible in support owner/user account, when the access level is admin.",2025-06-30T16:28:34.418+0530,2025-07-28T12:06:36.842+0530,Pending Release,P2,S2,PM_Triaged;support_access,UI,Component Test,,False
IO-135366,The results in the Runs section of a flow in Completed Flows Dashboard are getting scrolled out of the table view.,2025-06-30T13:26:37.566+0530,2025-07-28T15:47:33.977+0530,Pending Release,P2,S2,,UI,Production/Escaped (Internal),,True
IO-135356,"""Set up connection"" page cannot be closed and form is not loading correctly",2025-06-30T12:37:03.520+0530,2025-07-07T11:14:19.708+0530,Pending Release,P2,S2,ReportedByAutomationFirst;newDesignSystem,UI,Component Test,,False
IO-135343,"Adaptors | Agents | Seeing level=error, (node:1528) [MONGODB DRIVER] Warning: Current Server Discovery and Monitoring engine is deprecated, and will be removed in a future version in agent logs",2025-06-30T11:56:42.426+0530,,Open,P3,S3,Agents,Adaptor;On-Premise Agent,Release Sanity Test,,False
IO-135248,Analysis required for websocket connection context lifecycle from worker side.,2025-06-27T16:33:31.250+0530,,Open,P2,S2,Must_Have;PG1-Worker;Worker-MS;Worker-Monolith,Core-Workers,Production/Escaped (Internal),,True
IO-135163,User is seeing an error on preview for VAN import mappings,2025-06-27T11:52:50.300+0530,2025-07-29T18:05:00.393+0530,Pending Release,P2,S2,jira_-_netsuite_connector;jira_escalated;slackReported,Adaptor,Production/Escaped (Internal),,True
IO-135132,em-util should have handlebars version >= 5.0.4,2025-06-27T10:20:28.654+0530,2025-07-14T09:11:28.709+0530,Pending Release,P2,S3,,Core-em-utils,Integration Test,,False
IO-135124,Closing Flow (X) Always Redirects to First Flow Group & Flow Group Context Lost When Navigating Back from Flow,2025-06-27T09:17:05.290+0530,,Review,P2,S2,PM_Triaged;slackReported,UI,Production/Escaped (Internal),,True
IO-135097,Incorrect Timezone Displayed in Delta Flow Modal,2025-06-26T20:53:23.016+0530,2025-06-27T11:52:59.360+0530,Released,P2,S2,regression,UI,Regression/PST Test,,False
IO-135094,href links are not visible in settings helptext - specific to account,2025-06-26T20:26:51.631+0530,2025-07-15T12:01:14.854+0530,Pending Release,P4,S4,,UI,Production/Escaped (Internal),,True
IO-135092,Done is moving up when tabs are switched,2025-06-26T18:32:59.628+0530,2025-07-10T10:32:12.289+0530,Pending Release,P3,S3,,UI - Usability,Exploratory Test,,False
IO-135082,"System workers | Staging env | level=error, logName=fatalError, type=unhandledRejection, message=socket hang up, stack=Error: socket hang up",2025-06-26T17:18:27.224+0530,,Open,P3,S3,SplunkError,Core,Release Sanity Test,,False
IO-135081,Fix vulnerabilities in integrator-app-ui ,2025-06-26T17:12:37.848+0530,2025-07-15T19:59:14.611+0530,Pending Release,P2,S2,,UI,Release Sanity Test,,False
IO-134873,[Canary and IAQA Deployment Required ] Navigation to customer accounts is not happening in Celigo support owner account,2025-06-26T13:35:46.394+0530,2025-08-06T17:57:16.159+0530,Pending Release,P2,S2,,Core,Component Test,,False
